Date,DRP** mg/L P,Month,NH3 mg/L N,NO2 mg/L N,NO3 mg/L N,OrgN mg/L N,PO4 mg/L P,SKN mg/L N,TDN mg/L N,TDP mg/L P,TDS mg/L,TKN mg/L N,TN mg/L N,TP mg/L P,TSS mg/L,Year,flow mgd,pH,peak_flow mgd,temperature degC,urea* mg/L N
2008-05-05,,5,0.18,0.03,5.9,3.64,3.255,,,,929,3.82,,3.5,10,2008,14.1,7.4,,18.7,
2008-05-14,,5,0.33,0.13,5.8,3.35,,,,,915,3.68,,,6.8,2008,9.12,7.2,,21.2,
2008-05-18,,5,0.53,0.13,6.4,2.66,,,,,947,3.2,,,8.7,2008,9.79,7.2,,24.5,
2008-05-27,,5,0.5,0.03,7.4,2.69,,,,,982,3.19,,,11,2008,6.73,7.2,,19.5,
2008-06-01,,6,0.19,0.04,7.6,2.02,4.092,,,,926,2.21,,4.4,9.2,2008,7.43,7.1,,20,
2008-06-02,,6,0.23,,,,,,,,,,,,8.5,2008,7.67,7.2,,18.7,
2008-06-03,,6,0.29,,,,,,,,,,,,7.8,2008,6.04,7.3,,21,
2008-06-11,,6,0.21,0.05,8.7,2,,,,,951,2.21,,,11.2,2008,10.24,7.1,,22.7,
2008-06-12,,6,0.27,,,,,,,,,,,,12.3,2008,14.34,7.1,,22.7,
2008-06-13,,6,0.25,,,,,,,,,,,,10.8,2008,14.27,7.2,,22.2,
2008-06-17,,6,2.78,0.06,4.9,0.37,,,,,923,3.15,,,12.5,2008,12.78,7.3,,21,
2008-06-18,,6,0.86,,,,,,,,,,,,11,2008,14.66,7.2,,22.2,
2008-06-19,,6,0.61,,,,,,,,,,,,10.8,2008,12.36,7.3,,22.2,
2008-06-22,,6,3.07,0.18,5.1,1.57,,,,,876,4.64,,,12,2008,8.9,7.4,,23.1,
2008-06-23,,6,3.27,,,,,,,,,,,,9,2008,12.62,7.3,,22.2,
2008-06-24,,6,0.37,,,,,,,,,,,,9,2008,9.4,7.4,,22,
2008-07-01,,7,0.3,0.08,6.2,3.74,5.208,,,,939,4.04,,5.6,10.5,2008,10.33,7.3,,22.2,
2008-07-02,,7,0.28,,,,,,,,,,,,9.7,2008,10.53,7.2,,21.7,
2008-07-03,,7,0.33,,,,,,,,,,,,8,2008,9.08,7.2,,22.2,
2008-07-09,,7,0.23,0.06,10.8,1.79,,,,,952,2.03,,,10,2008,7.92,7,,26.2,
2008-07-10,,7,0.21,,,,,,,,,,,,9.5,2008,4.39,7,,27.2,
2008-07-11,,7,0.2,,,,,,,,,,,,9.5,2008,7.9,7.2,,24.7,
2008-07-14,,7,0.21,0.03,8.7,2.26,,,,,,2.46,,,10.7,2008,10.2,7,,25.2,
2008-07-15,,7,0.17,,,,,,,,,,,,8,2008,7.25,7,,23.4,
2008-07-16,,7,0.25,,,,,,,,,,,,8,2008,7.89,7.1,,23.2,
2008-07-20,,7,0.26,0.02,9.7,2.71,,,,,937,2.96,,,10,2008,8.2,7.3,,22.4,
2008-07-21,,7,0.31,,,,,,,,,,,,8.7,2008,11.88,7.2,,20.7,
2008-07-22,,7,0.24,,,,,,,,,,,,8.2,2008,8.65,7.2,,21.8,
2008-07-28,,7,0.22,0.02,8.8,1.83,,,,,905,2.04,,,9.7,2008,12.65,7.1,,22.7,
2008-07-29,,7,0.19,,,,,,,,,,,,9.7,2008,4.74,7.2,,23.9,
2008-07-30,,7,0.2,,,,,,,,,,,,9,2008,12.12,7,,22.2,
2008-08-04,,8,0.17,0.01,7,4.83,5.394,,,,905,5,,5.8,11,2008,10.15,6.9,,22.7,
2008-08-05,,8,0.16,,,,,,,,,,,,7.6,2008,11.59,7.2,,21.9,
2008-08-06,,8,0.12,,,,,,,,,,,,10.5,2008,10.49,7.2,,21.7,
2008-08-13,,8,0.14,0.01,8.4,9.01,,,,,894,9.15,,,11.7,2008,8.4,7,,23.7,
2008-08-14,,8,0.14,,,,,,,,,,,,9,2008,12.01,7.2,,23.2,
2008-08-15,,8,0.16,,,,,,,,,,,,9.7,2008,11.6,7.2,,23.2,
2008-08-19,,8,0.44,0.11,12.2,3.69,,,,,936,4.13,,,8.5,2008,12.21,7.1,,22.7,
2008-08-20,,8,0.38,,,,,,,,,,,,9,2008,10.55,7,,22.7,
2008-08-21,,8,0.51,,,,,,,,,,,,8.4,2008,8.02,6.8,,24.7,
2008-08-24,,8,0.48,0.09,14.8,3.06,,,,,904,3.54,,,8,2008,11.83,6.9,,23.2,
2008-08-25,,8,0.82,,,,,,,,,,,,9.4,2008,11.38,7,,23.7,
2008-08-26,,8,0.99,,,,,,,,,,,,9,2008,11.7,7,,22.7,
2008-09-03,,9,0.68,0.29,20,4.69,5.766,,,,904,5.37,,6.2,10.7,2008,8.23,6.9,,23.2,
2008-09-04,,9,1.23,,,,,,,,,,,,7.7,2008,12.35,7,,24.2,
2008-09-05,,9,1.73,,,,,,,,,,,,9,2008,8.7,6.9,,24.7,
2008-09-09,,9,0.86,0.35,24,6.44,,,,,880,7.3,,,10,2008,8.86,6.9,,23,
2008-09-11,,9,0.75,,,,,,,,,,,,10.7,2008,7.74,7,,20.7,
2008-09-15,,9,1.6,0.57,23.5,3.84,,,,,883,5.44,,,11,2008,8.81,6.9,,21.7,
2008-09-16,,9,1.82,,,,,,,,,,,,8.9,2008,9.37,6.9,,20.2,
2008-09-17,,9,2.46,,,,,,,,,,,,10.7,2008,8.04,6.9,,20.2,
2008-09-21,,9,1.05,0.47,25.1,6.34,,,,,909,7.39,,,10,2008,7.94,6.9,,20.7,
2008-09-22,,9,0.29,,,,,,,,,,,,9,2008,7.45,6.8,,20.2,
2008-09-23,,9,0.32,,,,,,,,,,,,9.4,2008,3.8,7,,22,
2008-10-01,,10,3.85,0.76,20.5,1.78,5.673,,,,868,5.63,,6.1,11,2008,11.62,6.9,,21.7,
2008-10-07,,10,7.77,0.85,17.6,,,,,,867,5.65,,,10.2,2008,16.23,6.8,,20.3,
2008-10-13,,10,10.2,0.79,11.5,,,,,,846,5.8,,,11.5,2008,16.71,7.2,,15.2,
2008-10-21,,10,12.2,0.63,10.8,,,,,,916,6.63,,,11.5,2008,8.33,6.9,,17.3,
2008-10-26,,10,8.64,0.98,15.7,0.84,,,,,955,9.48,,,10,2008,13.66,7,,19.7,
2008-11-02,,11,11.4,0.67,13.8,,5.022,,,,889,10.81,,5.4,11,2008,14.98,7.2,,17.9,
2008-11-10,,11,,0.83,13.5,,,,,,902,11.44,,,7.4,2008,14.34,7.1,,15.7,
2008-11-11,,11,8.7,,,,,,,,,,,,10,2008,6.8,7,,16.7,
2008-11-17,,11,8.96,0.98,14.3,,,,,,886,7.13,,,7,2008,14.32,7,,17.7,
2008-11-23,,11,13.3,0.97,13.4,,,,,,1012,12.47,,,8,2008,14.47,7.3,,15.2,
2008-12-02,,12,16.8,1.23,,,4.65,,,,968,7.51,,5,5,2008,11.28,7.3,,14.7,
2008-12-04,,12,,,10.3,,,,,,,,,,4.5,2008,14.12,7.3,,14.2,
2008-12-08,,12,18.1,0.19,14.1,,,,,,1044,8.05,,,6,2008,11.13,7.3,,13,
2008-12-16,,12,20.2,1.78,10,,,,,,994,8.48,,,9.2,2008,14.44,7.3,,9,
2008-12-21,,12,13.4,1.03,13,,,,,,1064,7.23,,,11,2008,15,7.3,,8.5,
2008-12-28,,12,12.6,1.94,14.6,,,,,,,5.99,,,8.2,2008,14.45,7.1,,9.5,
2009-01-06,,1,6.66,1.38,19.8,2.97,3.441,,,,987,9.63,,3.7,9.7,2009,14.95,7.1,,9.5,
2009-01-11,,1,6.52,1.87,16.7,2.86,,,,,1008,9.37,,,12.2,2009,14.73,7.1,,10.2,
2009-01-20,,1,4.14,1.18,16.3,2.72,,,,,1043,6.86,,,10,2009,9.76,6.9,,12.5,
2009-01-26,,1,2.56,0.48,20.5,3.95,,,,,1072,6.51,,,6,2009,12.83,7.1,,11.3,
2009-02-03,,2,2.56,0.79,19,2.74,3.441,,,,1025,5.3,,3.7,15.5,2009,11.31,7,,12.5,
2009-02-08,,2,6.69,1.02,14.3,0.52,,,,,1022,7.21,,,12.9,2009,14.77,7,,12.5,
2009-02-15,,2,9.17,1.04,13.3,,,,,,965,,,,11.5,2009,15.15,7.2,,10,
2009-02-23,,2,12.5,1.7,12.6,,,,,,1019,,,,9.4,2009,16.59,7.1,,14,
2009-03-03,,3,21.5,,9.4,,4.185,,,,,20.49,,4.5,6.8,2009,18.35,7.3,,13.8,
2009-03-08,,3,16.3,1.96,8,,5.022,,,,,19.76,,5.4,5,2009,18.34,7.2,,13.2,
2009-03-16,,3,24.1,1.84,5.2,,4.278,,,,,,,4.6,2.5,2009,17.92,7.3,,14,
2009-03-25,,3,7.47,3.41,15.4,,,,,,,2.98,,,22,2009,8.61,7,,16,
2009-04-01,,4,0.21,0.04,16.7,0.79,3.069,,,,,1,,3.3,14.5,2009,8.16,6.9,,16.4,
2009-04-06,,4,0.17,0.07,15.6,3.62,3.813,,,,967,3.79,,4.1,13.2,2009,11.77,7,,17.5,
2009-04-14,,4,13.7,0.8,11,13.17,3.348,,,,965,26.9,,3.6,19.8,2009,10.12,7.1,,16.5,
2009-04-20,,4,0.93,1.97,16.2,6.16,,,,,1032,7.09,,,13.2,2009,12.1,6.8,,22,
2009-04-26,,4,1.29,1.02,18.3,6.61,,,,,,7.9,,,14.8,2009,10.93,7.1,,17.5,
2009-05-05,,5,6.92,1.57,14.2,,4.557,,,,1084,,,4.9,19.2,2009,7.61,6.8,,19,
2009-05-11,,5,1.23,,,,,,,,1009,,,,11.5,2009,7.88,7.1,,20.5,
2009-05-17,,5,0.34,0.05,11.4,,,,,,992,,,,15,2009,14.14,7.2,,23,
2009-05-25,,5,1.23,0.42,7.4,,,,,,998,,,,10,2009,11.29,7.1,,18.7,
2009-06-01,,6,0.17,0.08,15.6,,5.022,,,,1049,,,5.4,10,2009,8.5,7.2,,21.5,
2009-06-02,,6,0.12,,,,,,,,,,,,11,2009,13.62,7.1,,20.5,
2009-06-03,,6,0.16,,,,,,,,,,,,13,2009,8.6,7.1,,21,
2009-06-09,,6,2.4,0.54,19.2,,,,,,1036,,,,10.7,2009,7.94,7.1,,20,
2009-06-10,,6,1.95,,,,,,,,,,,,10.7,2009,8.7,7,,21.5,
2009-06-11,,6,1.73,,,,,,,,,,,,11.5,2009,10.78,7,,20,
2009-06-14,,6,2.73,0.93,21.1,,,,,,1052,,,,14,2009,7.37,7,,21.5,
2009-06-15,,6,2,,,,,,,,,,,,14,2009,11.8,7,,21,
2009-06-16,,6,0.76,,,,,,,,,,,,12,2009,6.26,6.8,,21,
2009-06-21,,6,0.83,0.13,23.1,,,,,,1008,,,,8,2009,6.96,7,,22,
2009-06-22,,6,0.5,,,,,,,,,,,,8.7,2009,11.03,7,,22,
2009-06-23,,6,0.41,,,,,,,,,,,,7.2,2009,5.92,7,,23.5,
2009-07-01,,7,0.16,0.03,13.2,,,,,,1039,,,,8.5,2009,7.9,7.1,,24,
2009-07-02,,7,0.19,,,,,,,,,,,,,2009,8.96,7.1,,23,
2009-07-06,,7,0.25,0.03,13.4,,4.929,,,,974,,,5.3,8.3,2009,9.53,7,,21,
2009-07-08,,7,0.4,,,,,,,,,,,,7.8,2009,8.72,6.9,,22,
2009-07-15,,7,1.04,0.19,15.8,,,,,,1016,,,,9.3,2009,11.3,6.9,,25,
2009-07-16,,7,0.43,,,,,,,,,,,,8.6,2009,6.93,7.1,,23,
2009-07-17,,7,0.86,,,,,,,,,,,,7,2009,10.84,7,,,
2009-07-19,,7,0.7,0.17,16.2,,,,,,1229,,,,11,2009,9.43,7.1,,23,
2009-07-20,,7,0.59,,,,,,,,,,,,10.7,2009,7.14,6.8,,25,
2009-07-21,,7,1.1,,,,,,,,,,,,11,2009,9.32,7,,22,
2009-07-28,,7,1.21,0.28,15.3,,,,,,1003,,,,10,2009,7.05,7.1,,21.5,
2009-07-29,,7,1.1,,,,,,,,,,,,9.7,2009,11.8,7.1,,22.5,
2009-07-30,,7,0.65,,,,,,,,,,,,7,2009,6.09,7,,21.5,
2009-08-04,,8,0.29,0.05,12.2,,4.743,,,,874,,,5.1,6.7,2009,12.92,7.1,,22.5,
2009-08-05,,8,0.36,,,,,,,,,,,,4,2009,8.63,7.5,,22.5,
2009-08-06,,8,0.3,,,,,,,,,,,,5.8,2009,6.19,7.3,,23,
2009-08-10,,8,0.23,0.04,8.4,,,,,,941,,,,12,2009,6.79,7.1,,25,
2009-08-11,,8,0.25,,,,,,,,,,,,14,2009,12.81,7.3,,24,
2009-08-12,,8,0.21,,,,,,,,,,,,12.4,2009,9.52,7.3,,23,
2009-08-19,,8,0.3,0.04,7,,,,,,917,,,,10.8,2009,7.67,7.2,,23,
2009-08-20,,8,0.24,,,,,,,,,,,,8.5,2009,9.69,7.2,,22.5,
2009-08-23,,8,0.3,0.04,6.8,,,,,,908,,,,6.5,2009,7.29,7.1,,23,
2009-08-24,,8,0.26,,,,,,,,,,,,6.8,2009,11.76,7.1,,21.5,
2009-09-01,,9,0.67,0.18,9.7,,5.487,,,,884,,,5.9,8.5,2009,10.59,7.4,,21,
2009-09-02,,9,0.58,,,,,,,,,,,,8,2009,11.92,7.4,,23,
2009-09-09,,9,0.62,0.21,13.7,,,,,,936,,,,5.5,2009,11.54,7.3,,21,
2009-09-10,,9,0.58,,,,,,,,,,,,4.7,2009,12.24,7,,22,
2009-09-11,,9,0.65,,,,,,,,,,,,4.5,2009,11.52,7.1,,23,
2009-09-14,,9,1.45,0.41,14.1,,,,,,944,,,,8,2009,9.68,7.4,,21,
2009-09-15,,9,0.8,,,,,,,,,,,,8.4,2009,7.13,7.1,,22,
2009-09-16,,9,0.38,,,,,,,,,,,,8,2009,5.69,7,,22,
2009-09-22,,9,0.5,0.14,14.1,,,,,,922,,,,7.9,2009,9.55,7.3,,23,
2009-09-23,,9,0.52,,,,,,,,,,,,6,2009,9.97,7.1,,23.5,
2009-09-24,,9,0.73,,,,,,,,,,,,4.8,2009,10.07,7.3,,22,
2009-09-27,,9,0.41,0.15,15,,,,,,948,,,,4,2009,3.58,7,,24,
2009-09-28,,9,0.62,,,,,,,,,,,,5.6,2009,7.07,7.3,,23,
2009-09-29,,9,2,,,,,,,,,,,,6.2,2009,3.69,7,,21,
2009-10-06,,10,0.91,0.22,19,,4.278,,,,955,,,4.6,7,2009,7.02,7,,16.5,
2009-10-14,,10,2.89,0.49,19.8,,,,,,943,,,,8.7,2009,12.82,7.1,,17,
2009-10-19,,10,0.4,0.11,21,,,,,,977,,,,7,2009,11.77,7,,19,
2009-10-25,,10,0.87,0.35,19,,,,,,943,,,,6.7,2009,8.11,7,,19.5,
2009-11-04,,11,1.49,0.6,21.1,,5.208,,,,1005,,,5.6,7.8,2009,9.42,6.9,,18.5,
2009-11-10,,11,3.52,0.92,18.9,,,,,,949,,,,10.9,2009,12.04,7.1,,15,
2009-11-15,,11,4.43,0.76,15.3,,,,,,957,,,,12,2009,10.16,7.1,,14,
2009-11-23,,11,6.3,1.02,11.9,,,,,,884,,,,14,2009,16.65,7.2,,12.5,
2009-12-01,,12,4.66,0.97,12.9,,3.069,,,,960,,,3.3,13,2009,17.09,6.9,,12.5,
2009-12-07,,12,7.46,0.87,11.4,,,,,,889,,,,11.5,2009,16.49,7,,10,
2009-12-15,,12,2.12,1.09,16.2,,,,,,910,,,,11,2009,13.59,6.8,,12.5,
2009-12-20,,12,,0.4,18.6,,,,,,1029,,,,12,2009,13.57,6.8,,12.5,
2009-12-21,,12,1.13,,,,,,,,,,,,10,2009,11.8,6.8,,12,
2009-12-28,,12,0.85,0.21,18.2,,,,,,875,,,,12.8,2009,13.17,6.9,,11.5,
2010-01-06,,1,0.63,0.07,21.8,,3.627,,,,869,,,3.9,13,2010,11.67,6.8,,12.5,
2010-01-11,,1,1.2,0.12,21.1,,,,,,886,,,,14,2010,12.58,6.9,,12,
2010-01-19,,1,1.6,0.16,20,,,,,,864,,,,14,2010,15.14,6.9,,12.5,
2010-01-25,,1,7.2,1.35,15.4,,,,,,803,,,,8.2,2010,22.73,7.1,,12,
2010-02-01,,2,2.03,0.53,21.9,,4.092,,,,974,,,4.4,7.5,2010,17.86,6.7,,14.5,
2010-02-10,,2,0.58,0.34,22.4,,,,,,984,,,,7.8,2010,10.16,6.9,,12.5,
2010-02-17,,2,2.01,0.33,22.4,,,,,,923,,,,7.3,2010,14.79,6.9,,15.3,
2010-02-24,,2,1.36,0.55,19.3,,,,,,978,,,,9,2010,13.87,7,,12.5,
2010-03-01,,3,1.54,0.17,19.4,,2.883,,,,928,,,3.1,8,2010,13.99,7.1,,15.8,
2010-03-08,,3,3.04,0.57,17.9,,,,,,977,,,,7.3,2010,15.29,6.9,,13.5,
2010-03-14,,3,1.22,0.36,17.6,,,,,,927,,,,7,2010,15.64,7.1,,12,
2010-03-24,,3,0.27,0.02,13.9,,,,,,927,,,,8.2,2010,11.49,7.1,,18,
2010-03-28,,3,0.37,0.01,13.1,,,,,,892,,,,8.3,2010,11.6,7.3,,17.5,
2010-04-05,,4,1.46,0.37,15.5,,3.162,,,,945,,,3.4,7.5,2010,14.88,6.9,,13.5,
2010-04-11,,4,2,0.41,15,,,,,,937,,,,7,2010,14.66,7.1,,15,
2010-04-22,,4,1.3,0.16,,,,,,,904,,,,7,2010,9.89,7.1,,14,
2010-04-23,,4,,,11.9,,,,,,,,,,8.7,2010,15.13,7.1,,16.3,
2010-04-25,,4,0.3,0.01,11.2,,,,,,883,,,,7.2,2010,10.21,7.2,,,
2010-05-03,,5,0.17,0.01,9.9,,2.604,,,,952,,,2.8,9.7,2010,15.32,7.3,,19,
2010-05-09,,5,0.29,0.01,7.4,,,,,,935,,,,9.7,2010,7.76,7.3,,16.5,
2010-05-17,,5,0.25,0.02,6.9,,,,,,883,,,,9.7,2010,7.71,7.2,,18.5,
2010-05-23,,5,0.25,0.01,6.5,,,,,,1028,,,,11.3,2010,13.59,7.7,,16,
2010-06-02,,6,0.81,0.01,9.5,,4.185,,,,1049,,,4.5,5.7,2010,3.16,7.1,,22,
2010-06-06,,6,0.12,0.01,7.7,,,,,,977,,,,8.5,2010,5.35,7.3,,25,
2010-06-13,,6,,0.01,1.3,,,,,,991,,,,10.3,2010,10.29,7.4,,23,
2010-06-15,,6,0.41,,,,,,,,,,,,8.8,2010,4.37,7.1,,22.5,
2010-06-20,,6,0.19,0.01,3.9,,,,,,965,,,,11.3,2010,11.03,7.5,,20,
2010-06-29,,6,0.2,0.04,4,,,,,,1007,,,,9.5,2010,6.98,7.3,,25.5,
2010-07-04,,7,0.21,0.01,5,,2.418,,,,1008,,,2.6,10.2,2010,10.66,7.5,,23,
2010-07-13,,7,0.18,0.01,,,,,,,1070,,,,10.3,2010,10.58,7.3,,23.5,
2010-07-14,,7,,,6.1,,,,,,,,,,8.7,2010,7.86,7.1,,23.5,
2010-07-18,,7,0.15,0.01,9.9,,,,,,1093,,,,7.5,2010,6.4,7.1,,25,
2010-07-27,,7,0.23,0.01,14.5,,,,,,1002,,,,7.7,2010,5.94,7.4,,21,
2010-08-01,,8,,0.03,12.7,,5.115,,,,1019,,,5.5,8.2,2010,7.06,7.3,,21.3,
2010-08-10,,8,0.1,0.01,10.3,,,,,,969,,,,5,2010,3.74,7.3,,22.5,
2010-08-15,,8,0.27,0.01,9.6,,,,,,924,,,,10.2,2010,5.33,7.4,,21.3,
2010-08-24,,8,0.15,0.01,7,,,,,,859,,,,9.3,2010,7.87,7.3,,24,
2010-08-30,,8,0.13,0.01,7.4,,,,,,838,,,,5.5,2010,5.58,7.2,,20.5,
2010-09-05,,9,0.18,0.01,8.6,,4.557,,,,862,,,4.9,5.8,2010,6.53,7.1,,23,
2010-09-13,,9,0.1,0.01,8.6,,,,,,847,,,,8.2,2010,12.07,7.2,,21,
2010-09-19,,9,0.12,0.01,8.3,,,,,,849,,,,8.5,2010,11.35,7.3,,21.5,
2010-09-26,,9,0.16,0.01,8.3,,,,,,811,,,,11,2010,5.59,7.1,,21.8,
2010-10-03,,10,0.2,0.02,8.3,,4.185,,,,825,,,4.5,9.3,2010,7.06,7.3,,21.5,
2010-10-11,,10,0.1,0.01,,,,,,,773,,,,7.3,2010,7.73,7.2,,21.5,
2010-10-14,,10,,,7.4,,,,,,,,,,5.3,2010,9.69,7.3,,23,
2010-10-17,,10,0.1,0.01,7.2,,,,,,718,,,,8,2010,7.32,6.9,,19.5,
2010-10-25,,10,0.18,0.01,8.7,,,,,,692,,,,8.8,2010,13.18,7.2,,16.5,
2010-11-02,,11,0.53,0.02,9.3,,,,,,647,,,,7.5,2010,15.39,7.2,,17,
2010-11-07,,11,1.68,0.12,9.8,,4.371,,,,718,,,4.7,10.8,2010,10.55,7.3,,17.5,
2010-11-14,,11,0.27,0.01,11,,,,,,747,,,,11.8,2010,9.79,7.4,,16.5,
2010-11-23,,11,0.62,0.13,9.7,,,,,,773,,,,18.7,2010,14.7,7.2,,12,
2010-12-01,,12,0.14,0.01,,,3.441,,,,504,,,3.7,18.5,2010,18.38,7.2,,9.5,
2010-12-05,,12,1.42,0.14,9.9,,,,,,645,,,,13.5,2010,17.98,7.4,,13.5,
2010-12-13,,12,0.51,0.05,10.9,,,,,,702,,,,9.5,2010,17.8,7.1,,15.5,
2010-12-19,,12,2.56,0.56,11.3,,,,,,,,,,12,2010,17.65,7.3,,14,
2010-12-27,,12,0.71,0.42,18.6,,,,,,694,,,,8.2,2010,7.74,6.9,,12.5,
2011-01-02,,1,4.4,1.37,,,3.069,,,,704,,,3.3,9,2011,12.79,7.1,,10.5,
2011-01-04,,1,,,21,,,,,,,,,,9.2,2011,12.76,7,,10.5,
2011-01-10,,1,3.06,1.37,20.8,,,,,,,,,,10.7,2011,11.84,7.1,,9,
2011-01-16,,1,0.3,0.1,24.8,,,,,,,,,,6.2,2011,12.2,7,,13.5,
2011-01-24,,1,0.23,0.04,22.6,,,,,,726,,,,7.5,2011,10.24,6.9,,13,
2011-02-01,,2,2.71,0.79,17.3,,3.813,,,,675,,,4.1,6,2011,7.44,6.9,,13.5,
2011-02-06,,2,3.79,1.27,15.2,,,,,,699,,,,6.6,2011,11.17,7.1,,14,
2011-02-14,,2,4.58,0.99,14,,,,,,696,,,,6.2,2011,8.44,7.1,,13,
2011-02-20,,2,6.75,1.19,10.2,,,,,,679,,,,13.5,2011,15.87,7.3,,9,
2011-03-01,,3,1.78,0.97,13.1,,3.999,,,,666,,,4.3,10.7,2011,12.7,7.1,,11,
2011-03-06,,3,1.28,0.77,13.3,,,,,,771,,,,11.9,2011,14.65,7,,16.5,
2011-03-14,,3,0.54,0.33,,,,,,,724,,,,7.9,2011,10.98,7.2,,16,
2011-03-17,,3,,,12.1,,,,,,,,,,8,2011,15.54,7.1,,15,
2011-03-20,,3,6.65,0.7,8.9,,,,,,703,,,,11.5,2011,17.79,7.3,,11.3,
2011-03-28,,3,1.35,0.63,13.6,,,,,,,,,,8.2,2011,13.65,7.1,,14,
2011-04-03,,4,1.52,0.32,12.5,,3.441,,,,746,,,3.7,7.2,2011,15.37,7.3,,17.5,
2011-04-12,,4,1.18,0.46,12.4,,,,,,,,,,11,2011,17.26,7.2,,15.5,
2011-04-17,,4,0.39,0.12,10.7,,,,,,775,,,,10.1,2011,16.3,7.4,,18,
2011-04-25,,4,0.39,0.04,10.2,,,,,,793,,,,9.1,2011,17.02,7.4,,17.5,
2011-05-01,,5,0.21,0.01,8.3,,2.232,,,,,,,2.4,8.7,2011,13.09,7.6,,17,
2011-05-09,,5,0.19,0.01,7.2,,,,,,804,,,,8,2011,10.82,7.5,,15.5,
2011-05-15,,5,0.1,0.01,6.8,,,,,,,,,,9.1,2011,12.11,7.7,,15.5,
2011-05-23,,5,0.12,,7.2,,,,,,799,,,,7.1,2011,11.77,7.6,,17,
2011-05-29,,5,0.11,0.03,7.2,,,,,,,,,,7.2,2011,8.54,7.6,,15.5,
2011-06-05,,6,0.16,0.01,7.8,,2.79,,,,780,,,3,9.8,2011,11.48,7.6,,17,
2011-06-13,,6,0.13,0.01,5.7,,,,,,853,,,,10,2011,12.23,7.5,,19.5,
2011-06-19,,6,0.13,0.01,6,,,,,,,,,,6.4,2011,13.58,7.5,,21,
2011-06-28,,6,1.82,0.16,8.2,,,,,,912,,,,8.3,2011,12.78,7.5,,22,
2011-07-04,,7,1.71,0.36,12.2,,5.115,,,,874,,,5.5,4.7,2011,6.43,7.3,,24.5,
2011-07-10,,7,1.77,0.65,12.8,,,,,,,,,,6.3,2011,11.68,7.3,,22,
2011-07-18,,7,0.3,0.1,12.7,,,,,,,,,,6.2,2011,8.27,7.3,,21,
2011-07-24,,7,0.23,0.03,9.9,,,,,,,,,,7.5,2011,7.67,7.5,,23,
2011-08-02,,8,0.99,0.39,11,,5.022,,,,1002,,,5.4,6.3,2011,8.17,7.4,,22,
2011-08-07,,8,0.53,0.4,12,,,,,,,,,,2,2011,6.33,7.4,,23,
2011-08-17,,8,0.19,0.04,10.3,,,,,,936,,,,3.3,2011,11.85,7.3,,22,
2011-08-21,,8,0.1,0.03,9.9,,,,,,,,,,2,2011,3.91,7.4,,21.5,
2011-08-30,,8,0.36,0.1,0.4,,,,,,948,,,,6.1,2011,11.24,7.4,,21.5,
2011-09-06,,9,0.17,0.02,10.1,,4.836,,,,912,,,5.2,7,2011,7.57,7.4,,22.5,
2011-09-11,,9,0.19,0.11,10.5,,,,,,911,,,,5.8,2011,9.77,7.5,,22,
2011-09-19,,9,0.17,0.08,11.2,,,,,,,,,,5.1,2011,5.36,7.3,,23,
2011-09-28,,9,0.55,0.4,11.2,,,,,,,,,,6,2011,9.8,7.2,,21,
2011-10-03,,10,1.11,0.27,11.2,,5.208,,,,,,,5.6,7.4,2011,12.95,7,,19.5,
2011-10-09,,10,0.49,0.24,11.7,,,,,,885,,,,12,2011,17.16,7.1,,17,
2011-10-17,,10,0.11,0.02,7,,,,,,765,,,,8.8,2011,16.57,7.4,,20,
2011-11-01,,11,0.65,0.52,6,,4.185,,,,769,,,4.5,9.3,2011,14.15,7.2,,16.5,
2011-11-06,,11,1.79,0.64,6.3,,,,,,753,,,,8.8,2011,17.42,7.5,,11.5,
2011-11-14,,11,2.24,0.96,8.3,,,,,,749,,,,8.5,2011,13.13,7.3,,12.5,
2011-11-20,,11,6.28,0.99,6.6,,,,,,716,,,,10.7,2011,13.32,7.5,,11,
2011-11-28,,11,6.25,1.2,8.3,,,,,,842,,,,8.2,2011,14.76,7.2,,11.5,
2011-12-04,,12,10.5,0.96,7.8,,,,,,884,,,,9.1,2011,11.08,7.4,,7.5,
2011-12-12,,12,15.1,1.45,9.4,,4.278,,,,797,,,4.6,5.9,2011,11.1,7.3,,9,
2011-12-18,,12,8.16,1.45,17.5,,,,,,800,,,,7.1,2011,6.67,7.1,,9.5,
2011-12-27,,12,9.84,1.36,15.4,,,,,,750,,,,5.8,2011,7.72,7.2,,9,
2012-07-12,5.3,,0.27,0.017,17.5,,,2.6,20.1,5.38,,3.3,20.8,5.48,8.34,,7.64,7.11,11.2,22.5,
2012-07-24,11,,0.182,0.01,22.5,,,2.2,24.7,9.03,,3,25.5,9.22,5.16,,5.81,7.01,7.4,22.5,
2012-08-09,7.3,,0.452,0.034,23,,,2.3,25.3,8,,3.1,26.1,8.5,5.58,,6.82,7.17,7.7,22,
2012-08-27,6.6,,0.248,0.039,22.8,,,2.2,25,7.5,,2.5,25.3,7.7,13.4,,6.26,7.04,9.7,20.5,
2012-09-06,7.4,,1.19,0.277,22,,,2.3,24.6,8.2,,3.2,25.5,8.4,13.2,,10.3,6.87,11,20,
2012-09-16,7.9,,1.63,0.328,22.5,,,2.6,25.4,8.3,,3.3,26.1,8.4,6.58,,9.41,6.98,9.9,21,
